Nodes	p_values	fdr_corrected_p_val	Young_mean	Young_sd	Elderly_mean	Elderly_sd
0	4.609120372070859e-05	0.00030727469147139063	0.5954272329084549	0.0393637164646972	0.35521942736200507	0.04197948931700934
1	0.19873631228578864	0.26149514774445876	0.37580145620430344	0.02983164528815129	0.31532966504432614	0.036143852618111816
2	0.00282005476315164	0.008294278715151883	0.8052928155825622	0.04564606933558409	0.5976004820492515	0.05116143554405716
3	0.0003105025245330657	0.0014441977885258869	0.4403038003057755	0.03003666911950658	0.2742572321307649	0.0336848252305018
4	0.15872037000655015	0.22044495834243077	0.21035757542098027	0.01850346356971272	0.17030586853560073	0.021405448488408245
5	0.16028011114340965	0.2210760153702202	0.13729883868016945	0.020630985257373995	0.09739018935524431	0.019397301948850275
6	0.38665452299230885	0.4495982825491963	0.2117956546724266	0.029059532710531803	0.1787825479842246	0.02457306851265502
7	0.8426749192158752	0.8627555243404876	0.6479472517747723	0.041060401373572065	0.6333768817533092	0.06068827652264348
8	0.5454900662817698	0.6061000736464108	0.22242138456733307	0.019685813399349536	0.20440066039906263	0.022307106356053406
9	0.9186448363248482	0.9279240770958063	0.3900689709428669	0.02961311649641225	0.38494635292777707	0.04037027046431431
10	0.2920788060797601	0.3605911186169878	0.5101081785910088	0.04001070105650078	0.4457195984025183	0.04594986768193215
11	0.3750290795381942	0.4438213959031884	0.4252508606654046	0.03392642955747489	0.3688328517685847	0.053534957305681946
12	0.005489878192308	0.015249661645300002	0.4325594943955949	0.03552622675984951	0.2963271448929214	0.033069296730681964
13	0.246314911631209	0.3098300775235333	0.5602423973741512	0.03966671430110254	0.4891056981026407	0.04653567846352018
14	4.041573590877617e-05	0.00030334941796959135	0.7702281891924074	0.050298546954283326	0.48989707155677853	0.044021454883766804
15	0.2069956942279133	0.2705826068338736	0.7123109258945495	0.0407393404711863	0.6268962392187998	0.05369616958036369
16	0.000372377428228992	0.0016550107921288533	0.41547219564108795	0.03640278761113188	0.2490605282666865	0.028176314300251356
17	0.00036077000666258113	0.001639863666648096	1.0322375075913937	0.048127098271287666	0.7621639879898376	0.056452531763536845
18	0.04301208321080327	0.07352492856547568	0.6259708367732344	0.044025011585627674	0.4720806612410036	0.061189826957046424
19	0.733174322940338	0.7677218041260084	0.31395444137992334	0.031228890729492004	0.29772316956508643	0.03583819501828512
20	0.0006080750624663056	0.002395423650620906	0.6169657803666625	0.0447774763262746	0.3992871911759094	0.043569175810430544
21	0.5624926534555873	0.621538843597334	0.39252531813029184	0.03280912596002607	0.35817383549974213	0.04923871245992218
22	0.015314705228902882	0.03224148469242712	0.5918713398935103	0.039196771527681126	0.4429636032199171	0.04645445774413714
23	0.019928065290533866	0.03985613058106773	0.5475599124100973	0.03917855338501728	0.4055979442788471	0.04598499259881001
24	0.00620193422927139	0.015902395459670232	0.7004319211951698	0.04360639946351472	0.5126604043199112	0.051838065882127575
25	0.00595511284395599	0.01567134958935787	0.5236329262436533	0.0357658766512698	0.37115943425821324	0.041451916108410404
26	0.0027442448485621254	0.008294278715151883	0.527900195820708	0.0364231070558078	0.35524189133128353	0.04356910355661496
27	0.1908186263525511	0.2544248351367348	0.5063074586558105	0.03566022941154842	0.4224464529378793	0.05289008328904813
28	0.18053908024050488	0.2453328489465526	0.31564706390443037	0.025779030871770713	0.25864598159841834	0.03363017686338288
29	4.758751341569342e-06	5.9484391769616777e-05	0.2512801249280018	0.022243602788513984	0.10531415099450711	0.021622929907091543
30	3.78261433063975e-07	6.877480601163182e-06	0.6695442596589755	0.047142683053839576	0.3357275674771807	0.04268135189123823
31	0.005635554083077652	0.015439874200212745	0.8379153170436608	0.05207653059682193	0.623156069865753	0.05625386982384302
32	0.02668982426175031	0.04942560048472279	1.183226250027891	0.05501345135441923	0.9815130674041446	0.0714257907027066
33	0.0017267237716412146	0.005488327888606451	0.9929679876679198	0.05304098542288125	0.6990985960042185	0.07517821492344415
34	2.0590613430311003e-08	1.3727075620207336e-06	0.866404902796963	0.04734899157725325	0.45150424989092997	0.05244634919979395
35	0.2858469133621969	0.3550893333691887	1.0096793401370399	0.04742929484603105	0.9175453362426352	0.07171895357596428
