term	freq	z_score	p_val	fdr_corrected
motor	7	2.623785510553908	0.008695852805250431	0.03877880305044111
mirror	3	4.026391118810876	5.663944809882785e-05	0.0005497358197827409
somatosensory cortices	6	4.403296472338743	1.066183062119516e-05	0.0001599274593179274
rhythm	1	2.802697191447514	0.005067722564827122	0.025338612824135607
modality	3	4.554472073911582	5.2517300556075195e-06	0.00012286148866322454
motor control	2	3.478532871137538	0.0005041665996783083	0.0037812494975873125
imagery	4	2.831052442657144	0.004639511335609495	0.023922480324236457
somatosensory	7	3.6750179444673674	0.0002378326980859754	0.0018686854849612354
pain	6	4.191148855539888	2.7754548420524334e-05	0.0003053000326257677
touch	3	2.599474977690204	0.009336648509697107	0.04054071063421112
painful	6	4.9840819277586315	6.225669828481859e-07	2.0544710433990135e-05
empathy	5	5.891153113262838	3.835100014437179e-09	6.327915023821346e-07
muscle	2	4.101223620215083	4.109711617937172e-05	0.0004238140105997709
noxious	4	2.7125376515335504	0.006677019550537139	0.03240318311290082
insula	8	5.5987349386462215	2.159216376510019e-08	1.1875690070805105e-06
supramarginal	3	5.065772994662634	4.0674640052595757e-07	1.677828902169575e-05
finger	4	2.633803321994854	0.008443438134889358	0.038699091451576226
motor imagery	5	3.061241267910727	0.0022042140146661406	0.013470196756293082
posterior insula	3	3.2929803045187342	0.0009913141859813784	0.006815285028621977
insular	4	4.40779900727103	1.0442638224505953e-05	0.0001599274593179274
insular cortex	4	4.701621100463093	2.58104114083345e-06	7.097863137291989e-05
anterior insula	5	3.9536652473805747	7.696306705227025e-05	0.0007054947813124773
emotions	1	2.634211096392699	0.008433303834235325	0.038699091451576226
sensations	2	3.7726947638633943	0.00016149381210612296	0.0014024462630268571
anterior	4	2.9694229266872405	0.0029835964735361476	0.016213273521849234
pre sma	4	5.727262757569074	1.0206402267898907e-08	8.420281871016599e-07
orthographic	2	2.9630440054152225	0.0030461301768322803	0.016213273521849234
superior inferior	2	2.9853355495317015	0.002832674039760991	0.016116938502088396
reorganization	2	4.191659116422517	2.7692186642956283e-05	0.0003053000326257677
insula anterior	4	4.262874436831402	2.0181393208957787e-05	0.00025614845226754117
putamen	2	3.742392250059211	0.00018227669813408097	0.0015037827596061678
anterior insular	2	3.0066208910972274	0.0026416899007126135	0.0155671012006279
sensation	1	3.199367915101321	0.0013772928180426358	0.009090132599081396
control	1	3.12292942155967	0.001790606812963768	0.011363466313039298
behavioral responses	1	4.313680926686036	1.6055862638275192e-05	0.0002207681112762839
target	2	3.3104364336411978	0.0009315060693248751	0.0066825435408088855
generation	1	4.502954113099627	6.701535745266793e-06	0.00012286148866322454
subcortical	1	4.502954113099627	6.701535745266793e-06	0.00012286148866322454
