term	freq	z_score	p_val	fdr_corrected
progressive	1	9.073771725877465	1.1496682297689605e-19	1.4179241500483846e-18
semantic memory	1	2.2927095772082238	0.021864730793806915	0.040449751968542794
anterior temporal	2	6.383048211682027	1.7359722197404942e-10	1.6057743032599571e-09
aphasia	1	3.4145161847154757	0.0006389539729396594	0.001980093897490145
atrophy	1	9.073771725877465	1.1496682297689605e-19	1.4179241500483846e-18
dementia	1	4.836346131372218	1.3224755542208949e-06	8.155265917695518e-06
distraction	1	9.073771725877465	1.1496682297689605e-19	1.4179241500483846e-18
lobe mtl	1	4.030059467345963	5.5762743760292706e-05	0.00025790268989135375
temporal lobe	1	3.141914912941964	0.0016784680538386302	0.004140221199468621
inferior temporal	1	3.3915622574616573	0.0006949537251199652	0.001980093897490145
likelihood	1	5.175033004142258	2.2787069695727878e-07	1.686243157483863e-06
inferior occipital	1	3.2810529321019968	0.0010342033359490505	0.0027332516735796334
written	1	3.3912647262533926	0.0006957086666857267	0.001980093897490145
posterior temporal	1	3.792838475262483	0.0001489350394966807	0.0006122884957085761
naming	1	3.4148188934345276	0.0006382443329492246	0.001980093897490145
pitch	1	2.4014454855701977	0.016330442101393446	0.031801387250081976
articulatory	1	2.8905658415974997	0.0038454896819210102	0.008369595190063375
oral	1	4.359091337595505	1.3060359810439983e-05	6.903333042661134e-05
pseudowords	1	2.9044003229642743	0.0036795734688051347	0.008369595190063375
cortex m1	1	2.6711086135223763	0.007560117984009487	0.015540242522686166
