term	freq	z_score	p_val	fdr_corrected
junction	2	4.125458815522654	3.699963917305453e-05	0.00023757663047961326
temporoparietal junction	3	6.54702197934028	5.869572791934116e-11	7.160878806159621e-09
temporoparietal	2	5.526276067318685	3.270992936664269e-08	3.990611382730409e-07
parietal junction	2	4.870425982020832	1.1135791115386312e-06	9.057110107180867e-06
mentalizing	4	5.642324068637178	1.6776993489344956e-08	2.274214673000094e-07
moral	1	4.227223913201372	2.3659220080197496e-05	0.00016035693609911636
mental states	2	2.3263256561740593	0.020001184338096622	0.04866253938014998
social	3	3.118015384873795	0.0018207329895389558	0.007578914742667638
posterior temporal	1	2.512875173119154	0.011975169870884206	0.038446598006522975
read	1	3.5902251796421507	0.0003303924139828155	0.0016123149802361398
autobiographical	4	3.1111396888112997	0.0018636675596723701	0.007578914742667638
beliefs	2	3.5358495972854405	0.00040646603577978026	0.0019072637063512767
sulcus sts	2	3.605489492668412	0.0003115650978676191	0.0015837892474937305
sentence	2	2.6472196291171928	0.008115662541639526	0.02750307861333395
social cognitive	1	2.4298873089195143	0.015103518056713328	0.04285184192834944
sentences	2	2.3342275025451347	0.0195838125370147	0.04866253938014998
mind	2	2.9886382474958393	0.0028022369518998845	0.010359785094902603
detection task	1	6.120583179856187	9.323349759354114e-10	3.791495568804006e-08
mental state	1	3.068968987334387	0.0021479888805778385	0.008453375594532138
medial prefrontal	4	4.495821311883937	6.930191848372591e-06	4.9734317970673895e-05
mind tom	2	2.319969322105308	0.020342536953997122	0.04866253938014998
medial	3	2.4550380784574415	0.014086966567842812	0.04091928383992436
prefrontal cortex	4	4.661971399314838	3.131947232800173e-06	2.3881097650101317e-05
prefrontal	5	3.8627795711980166	0.00011210415534926711	0.0006838353476305294
appraisal	1	5.101669043266824	3.366711174467472e-07	3.422823027375263e-06
economic	1	3.3460076502852165	0.0008198413370793549	0.0037044682638400477
cortex anterior	1	2.500984051849337	0.01238487554347719	0.03874243118728762
mesolimbic	1	5.101669043266824	3.366711174467472e-07	3.422823027375263e-06
recollection	2	2.3628140557173634	0.01813676702201739	0.046097616180960865
emotional	2	3.7320312905918716	0.00018994190010204314	0.0010533141732931484
reward	2	3.1527376353670813	0.001617471101347844	0.007047552655872749
modulatory	1	4.963972767957701	6.906563164693726e-07	6.018576472090247e-06
value	1	2.37271126171319	0.01765806169846618	0.04597745142833449
dopaminergic	1	4.963972767957701	6.906563164693726e-07	6.018576472090247e-06
emotion regulation	1	2.774348063547393	0.005531246419916236	0.019280344663708024
success	1	3.673370692613734	0.0002393718349023832	0.0012697114720909024
temporal frontal	1	6.003085626328934	1.9360245026001904e-09	4.7238997863444653e-08
construction	1	2.4028015684975674	0.01627001329515012	0.0441965344816022
temporal cortex	1	2.4020831950663357	0.016302000423541796	0.0441965344816022
parietal temporal	1	6.003085626328934	1.9360245026001904e-09	4.7238997863444653e-08
anterior superior	1	2.4686591808286114	0.013562031830331585	0.04035531422684033
dorsomedial	2	6.257256058976053	3.9180982641316504e-10	2.3900399411203067e-08
dorsomedial prefrontal	1	3.017085735456167	0.002552176168303943	0.009730171641658783
reactions	1	5.686240703077327	1.2986632116959288e-08	1.9804613978362914e-07
trait	1	5.686240703077327	1.2986632116959288e-08	1.9804613978362914e-07
valence	1	2.4699009913621586	0.013515045223293614	0.04035531422684033
arousal	1	5.686240703077327	1.2986632116959288e-08	1.9804613978362914e-07
intentions	1	2.521284461222776	0.01169272847906704	0.038446598006522975
cortex amygdala	1	3.8244004713623734	0.0001310906882469796	0.000761574474577691
medial pfc	1	2.3715713855373117	0.017712624730587875	0.04597745142833449
tpj	1	2.845032292144625	0.004440692089318093	0.01593424808520022
