Nodes,32301,32302,32303,32304,32305,32306,32307,32308,32309,32310,32311,32312,32313,32314,32315,32316,32317,32318,32319,32320,32321,32322,32323,32324,32325,32326,32327,32328,32329,32330,32331,32332,32333,32334,32335,32336,32337,32338,32339,32340,32341,32342,32343,32344,32345,32346,32347,32348,32349,32350,32351,32352,32353,32354,32355,32356,32357,32358,32359,32360,32361,32362,32363,32364,32365,32366,32367,32368,32369,32370,32371,32372,32373,32374,32375,32376,32377,32378,32379,32380,32381,32382,32383,32384,32385,32386,32387,32388,32389,32390,32391,32392,32393,32394,32395,32396,32397,32398,32399,32400,32401,32402,32404,32405,32406,32407,32408,32409,32410,32411,32412,32413,32414,32415,32416,32417,32418,32419,32420,32421,32422,32423,32424,32425,32426,32427,32428,32429,32430,32431,32432,32433,32434,32435,32436,32437,32438,32439,32440,32441,32442,32443,32444,32445,32446,32447,32448,32449,32450,32452,32453,32454,32455,32457,32458,32459,32460,32461,32462,32463,32464,32465,32466,32467,32468,32469,32470,32471,32472,32473,32474,32475,32476,32477,32478,32479,32480,32481,32482,32483,32484,32485,32486,32487,32488,32489,32490,32491,32492,32493,32494,32495,32496,32497,32498,32499,32500,32501,32502,32503,32504,32505,32506,32507,32508,32509,32510,32511,32512,32513,32514,32515,32516,32517,32518,32519,32520,32521,32522,32523,32524,32525,32526,32527,32528
0,30.0,22.0,8.0,2.0,8.0,1.0,11.0,6.0,2.0,0.0,12.0,15.0,2.0,0,0.0,10.0,19.0,0,12.0,19.0,16.0,6.0,12.0,5.0,12.0,0,9.0,0.0,0.0,8.0,0,5.0,0.0,13.0,8.0,0.0,0.0,0,0.0,1.0,11.0,14.0,3.0,12.0,0,25.0,0,3.0,0,8.0,8.0,0,19.0,10.0,6.0,11.0,0,8.0,0.0,26.0,1.0,18.0,7.0,14.0,1.0,3.0,10.0,8.0,1.0,12.0,7.0,14.0,0,8.0,7.0,9.0,21.0,0,1.0,5.0,17.0,2.0,0.0,6.0,8.0,15.0,6.0,2.0,15.0,5.0,1.0,0.0,14.0,0.0,16.0,9.0,0.0,0,5.0,2.0,0.0,9.0,11.0,13.0,8.0,7.0,8.0,0.0,9.0,2.0,8.0,0,4.0,0.0,2.0,18.0,5.0,3.0,15.0,10.0,14.0,18.0,1.0,6.0,10.0,1.0,16.0,10.0,0,0.0,28.0,1.0,1.0,5.0,0,0,0,4.0,44.0,7.0,12.0,6.0,9.0,0.0,15.0,0.0,0.0,2.0,10.0,4.0,1.0,13.0,3.0,11.0,13.0,3.0,0.0,0,9.0,2.0,6.0,0.0,7.0,3.0,1.0,12.0,8.0,0.0,16.0,4.0,11.0,5.0,0,10.0,4.0,19.0,5.0,17.0,0.0,0.0,0,0,18.0,7.0,11.0,2.0,24.0,14.0,6.0,8.0,23.0,0.0,0,0.0,11.0,0.0,6.0,23.0,13.0,4.0,3.0,17.0,2.0,9.0,3.0,0.0,0,13.0,0,1.0,0.0,10.0,0.0,5.0,7.0,0.0,17.0,0.0,6.0,0.0,1.0,3.0,15.0,1.0,0.0
1,17.0,15.0,8.0,0.0,8.0,12.0,3.0,3.0,3.0,3.0,12.0,15.0,0.0,0,5.0,18.0,19.0,0,4.0,15.0,4.0,3.0,1.0,0.0,7.0,0,0.0,0.0,10.0,0.0,0,2.0,0.0,19.0,10.0,7.0,1.0,0,2.0,1.0,11.0,2.0,2.0,7.0,0,25.0,0,3.0,0,8.0,0.0,0,19.0,0.0,0.0,13.0,0,10.0,2.0,26.0,4.0,18.0,7.0,3.0,0.0,3.0,0.0,0.0,1.0,8.0,15.0,11.0,0,8.0,0.0,0.0,21.0,0,0.0,5.0,9.0,0.0,10.0,12.0,0.0,15.0,6.0,0.0,9.0,5.0,1.0,4.0,0.0,8.0,16.0,9.0,2.0,0,2.0,2.0,4.0,6.0,11.0,13.0,8.0,7.0,8.0,7.0,0.0,0.0,5.0,0,4.0,0.0,0.0,11.0,3.0,3.0,12.0,3.0,9.0,18.0,17.0,1.0,10.0,2.0,16.0,15.0,0,0.0,8.0,1.0,0.0,0.0,0,0,0,4.0,19.0,7.0,4.0,11.0,7.0,1.0,15.0,6.0,0.0,0.0,10.0,0.0,0.0,30.0,0.0,18.0,13.0,3.0,0.0,0,9.0,0.0,9.0,9.0,9.0,0.0,0.0,16.0,8.0,0.0,13.0,4.0,0.0,0.0,0,9.0,4.0,5.0,14.0,15.0,4.0,0.0,0,0,22.0,28.0,19.0,2.0,30.0,0.0,6.0,8.0,23.0,4.0,0,0.0,12.0,0.0,21.0,9.0,5.0,0.0,3.0,20.0,0.0,0.0,3.0,0.0,0,13.0,0,0.0,0.0,10.0,2.0,11.0,9.0,3.0,6.0,22.0,0.0,13.0,11.0,0.0,5.0,5.0,0.0
2,30.0,7.0,19.0,3.0,0.0,13.0,0.0,3.0,1.0,2.0,6.0,10.0,2.0,0,6.0,3.0,0.0,0,8.0,15.0,18.0,3.0,0.0,0.0,0.0,0,3.0,3.0,10.0,0.0,0,5.0,0.0,15.0,1.0,7.0,0.0,0,0.0,1.0,11.0,0.0,0.0,3.0,0,13.0,0,0.0,0,8.0,5.0,0,19.0,10.0,3.0,0.0,0,8.0,0.0,0.0,0.0,20.0,0.0,19.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0,8.0,0.0,3.0,10.0,0,1.0,12.0,10.0,2.0,4.0,6.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,17.0,10.0,2.0,0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,4.0,7.0,0.0,2.0,8.0,0,0.0,0.0,0.0,18.0,0.0,0.0,16.0,0.0,1.0,14.0,2.0,5.0,0.0,2.0,16.0,11.0,0,2.0,0.0,0.0,1.0,5.0,0,0,0,0.0,15.0,7.0,8.0,6.0,0.0,1.0,15.0,0.0,1.0,2.0,10.0,0.0,4.0,13.0,0.0,10.0,0.0,0.0,3.0,0,0.0,4.0,15.0,1.0,0.0,7.0,0.0,19.0,4.0,0.0,13.0,0.0,0.0,5.0,0,2.0,0.0,20.0,14.0,15.0,0.0,0.0,0,0,18.0,13.0,11.0,0.0,19.0,22.0,0.0,4.0,23.0,0.0,0,0.0,12.0,4.0,3.0,26.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,12.0,33.0,6.0,13.0,1.0,1.0,0.0,6.0,2.0
3,17.0,22.0,19.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,4.0,10.0,2.0,0,0.0,8.0,0.0,0,2.0,14.0,4.0,0.0,11.0,0.0,5.0,0,0.0,0.0,10.0,0.0,0,0.0,7.0,15.0,0.0,7.0,1.0,0,0.0,0.0,11.0,12.0,0.0,7.0,0,12.0,0,8.0,0,8.0,12.0,0,19.0,0.0,0.0,7.0,0,0.0,0.0,0.0,4.0,20.0,0.0,33.0,0.0,5.0,10.0,0.0,0.0,8.0,0.0,0.0,0,8.0,0.0,1.0,0.0,0,0.0,1.0,4.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,16.0,10.0,2.0,0,3.0,0.0,7.0,0.0,6.0,0.0,8.0,3.0,4.0,7.0,0.0,0.0,0.0,0,10.0,0.0,0.0,11.0,0.0,0.0,19.0,11.0,9.0,9.0,14.0,5.0,0.0,0.0,16.0,16.0,0,2.0,0.0,0.0,0.0,0.0,0,0,0,0.0,29.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,17.0,0.0,10.0,0.0,3.0,0.0,0,0.0,0.0,15.0,1.0,0.0,0.0,1.0,23.0,0.0,1.0,0.0,4.0,11.0,5.0,0,7.0,0.0,5.0,4.0,6.0,0.0,1.0,0,0,13.0,21.0,0.0,2.0,11.0,0.0,0.0,4.0,23.0,4.0,0,0.0,6.0,4.0,21.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
4,14.0,0.0,19.0,1.0,3.0,1.0,8.0,3.0,4.0,0.0,6.0,0.0,2.0,0,0.0,15.0,19.0,0,2.0,6.0,16.0,0.0,11.0,0.0,0.0,0,3.0,3.0,10.0,8.0,0,0.0,0.0,13.0,0.0,7.0,0.0,0,2.0,1.0,0.0,0.0,3.0,3.0,0,10.0,0,11.0,0,0.0,8.0,0,0.0,0.0,3.0,11.0,0,8.0,0.0,0.0,3.0,20.0,0.0,11.0,1.0,3.0,10.0,0.0,0.0,12.0,0.0,6.0,0,0.0,7.0,9.0,0.0,0,1.0,0.0,7.0,0.0,0.0,6.0,15.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0,3.0,0.0,7.0,5.0,0.0,0.0,7.0,3.0,12.0,0.0,9.0,2.0,8.0,0,10.0,0.0,2.0,7.0,5.0,3.0,11.0,8.0,6.0,0.0,2.0,0.0,0.0,3.0,16.0,0.0,0,2.0,0.0,1.0,1.0,0.0,0,0,0,0.0,31.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,4.0,4.0,0.0,3.0,21.0,0.0,0.0,3.0,0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,12.0,4.0,1.0,16.0,0.0,0.0,0.0,0,0.0,0.0,20.0,5.0,17.0,0.0,0.0,0,0,14.0,0.0,8.0,0.0,0.0,13.0,0.0,0.0,23.0,0.0,0,0.0,0.0,4.0,0.0,6.0,8.0,4.0,3.0,3.0,2.0,9.0,0.0,0.0,0,0.0,0,1.0,1.0,3.0,1.0,11.0,7.0,0.0,12.0,33.0,0.0,0.0,0.0,1.0,20.0,0.0,2.0
5,14.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,0.0,0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,7.0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0,9.0,0,8.0,0,0.0,7.0,0,0.0,0.0,0.0,6.0,0,18.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,20.0,0.0,0.0,5.0,0,0,0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,4.0,1.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,17.0,0.0,8.0,0.0,0.0,14.0,0.0,0.0,23.0,4.0,0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,12.0,1.0,20.0,0.0,0.0
6,16.0,15.0,27.0,0.0,5.0,13.0,3.0,0.0,0.0,3.0,2.0,5.0,0.0,0,0.0,10.0,19.0,0,4.0,14.0,4.0,3.0,1.0,0.0,7.0,0,6.0,0.0,10.0,0.0,0,2.0,0.0,6.0,10.0,7.0,1.0,0,0.0,0.0,0.0,14.0,0.0,7.0,0,16.0,0,11.0,0,0.0,0.0,0,19.0,0.0,0.0,5.0,0,10.0,2.0,26.0,0.0,0.0,0.0,22.0,6.0,0.0,10.0,0.0,0.0,0.0,5.0,17.0,0,8.0,0.0,2.0,11.0,0,1.0,6.0,9.0,2.0,6.0,6.0,7.0,15.0,6.0,0.0,1.0,5.0,0.0,0.0,11.0,8.0,0.0,9.0,1.0,0,2.0,0.0,4.0,6.0,5.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,5.0,0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,9.0,14.0,1.0,10.0,0.0,16.0,5.0,0,2.0,30.0,0.0,0.0,0.0,0,0,0,1.0,30.0,0.0,4.0,11.0,0.0,1.0,15.0,6.0,0.0,0.0,10.0,0.0,0.0,17.0,0.0,18.0,0.0,3.0,0.0,0,9.0,4.0,9.0,9.0,9.0,7.0,0.0,12.0,4.0,0.0,13.0,0.0,11.0,5.0,0,17.0,4.0,0.0,9.0,9.0,0.0,1.0,0,0,0.0,28.0,8.0,2.0,0.0,9.0,6.0,4.0,23.0,4.0,0,3.0,5.0,0.0,21.0,3.0,4.0,0.0,3.0,17.0,0.0,5.0,3.0,0.0,0,5.0,0,0.0,1.0,13.0,2.0,6.0,2.0,3.0,19.0,22.0,6.0,16.0,11.0,0.0,0.0,5.0,0.0
7,30.0,0.0,19.0,0.0,5.0,13.0,11.0,3.0,0.0,0.0,2.0,5.0,0.0,0,0.0,10.0,19.0,0,10.0,19.0,16.0,3.0,12.0,5.0,7.0,0,9.0,0.0,0.0,5.0,0,7.0,0.0,0.0,9.0,7.0,0.0,0,2.0,1.0,0.0,2.0,1.0,12.0,0,4.0,0,3.0,0,8.0,10.0,0,19.0,10.0,6.0,6.0,0,8.0,0.0,26.0,1.0,0.0,7.0,11.0,7.0,5.0,5.0,8.0,1.0,4.0,17.0,20.0,0,0.0,7.0,8.0,21.0,0,0.0,17.0,13.0,4.0,4.0,6.0,15.0,6.0,6.0,0.0,15.0,7.0,0.0,4.0,3.0,0.0,16.0,9.0,1.0,0,5.0,2.0,0.0,9.0,5.0,13.0,8.0,4.0,12.0,0.0,0.0,2.0,0.0,0,0.0,2.0,0.0,3.0,8.0,3.0,9.0,7.0,5.0,25.0,2.0,6.0,10.0,3.0,16.0,10.0,0,2.0,0.0,1.0,0.0,5.0,0,0,0,1.0,41.0,0.0,4.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,3.0,10.0,13.0,0.0,0.0,0,9.0,6.0,6.0,0.0,11.0,0.0,1.0,12.0,4.0,1.0,16.0,4.0,0.0,0.0,0,11.0,4.0,14.0,4.0,17.0,4.0,0.0,0,0,5.0,7.0,0.0,0.0,24.0,10.0,6.0,4.0,23.0,0.0,0,3.0,1.0,0.0,3.0,23.0,13.0,0.0,0.0,17.0,2.0,9.0,0.0,0.0,0,13.0,0,1.0,0.0,10.0,0.0,5.0,9.0,0.0,19.0,22.0,6.0,3.0,12.0,3.0,15.0,1.0,2.0
8,1.0,15.0,19.0,2.0,0.0,12.0,8.0,3.0,1.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.0,14.0,18.0,3.0,11.0,5.0,5.0,0,6.0,0.0,10.0,3.0,0,2.0,7.0,6.0,2.0,0.0,1.0,0,2.0,0.0,11.0,12.0,2.0,0.0,0,12.0,0,8.0,0,8.0,0.0,0,19.0,0.0,6.0,2.0,0,10.0,0.0,26.0,0.0,0.0,7.0,19.0,6.0,5.0,5.0,0.0,0.0,8.0,10.0,11.0,0,8.0,0.0,8.0,0.0,0,1.0,11.0,10.0,2.0,4.0,6.0,7.0,9.0,6.0,2.0,14.0,2.0,1.0,0.0,11.0,8.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,8.0,0.0,9.0,0.0,5.0,0,0.0,0.0,2.0,11.0,8.0,0.0,5.0,11.0,0.0,11.0,13.0,0.0,10.0,0.0,16.0,10.0,0,0.0,30.0,0.0,1.0,0.0,0,0,0,0.0,12.0,0.0,8.0,11.0,16.0,0.0,15.0,6.0,0.0,0.0,10.0,4.0,0.0,30.0,0.0,0.0,13.0,0.0,0.0,0,0.0,4.0,0.0,9.0,2.0,4.0,1.0,11.0,4.0,0.0,0.0,0.0,11.0,5.0,0,9.0,0.0,5.0,4.0,9.0,0.0,1.0,0,0,5.0,8.0,19.0,0.0,0.0,9.0,0.0,0.0,23.0,0.0,0,3.0,1.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,13.0,22.0,0.0,16.0,0.0,0.0,5.0,5.0,0.0
