Nodes	p_values	fdr_corrected_p_val	Young_mean	Young_sd	Elderly_mean	Elderly_sd
0	0.14288085859224603	0.16669433502428704	44.790849673202615	6.181616981829451	32.44444444444444	5.679145638513451
1	0.029445165486424712	0.04122323168099459	65.45751633986929	6.322875694315098	46.81944444444444	5.68112372852538
2	0.000871636570872384	0.0023467138446564184	65.92156862745098	5.86963149685059	38.236111111111114	5.7108363161787485
3	0.06951323897846827	0.08689154872308533	96.20261437908496	6.497395415538075	76.54166666666667	8.571546843909774
4	0.027781546777290642	0.04114890198395692	78.91503267973856	7.038849560833281	53.736111111111114	8.888348324476732
5	0.017567496694151915	0.030743119214765854	57.849673202614376	6.531483984863856	37.40277777777778	5.507807082538331
6	6.57725289262975e-05	0.0003512971103737132	60.68627450980392	6.161898629369886	28.541666666666668	4.940369676758613
7	0.0014886563458267274	0.0032564357564959664	88.81699346405229	7.397658809196587	52.638888888888886	8.418654893589208
8	0.000512446056032081	0.0016305101782838943	78.54901960784314	6.087637839630471	45.625	7.027234007861981
9	5.602491924185533e-05	0.0003512971103737132	104.84313725490196	7.078908759833907	62.75	7.356072034356917
10	0.010241270265705545	0.019913581072205228	45.35947712418301	4.964161328303077	26.055555555555557	5.53898153695257
11	0.00015423975550088687	0.0005398391442531041	116.39869281045752	7.51214095785376	70.69444444444444	9.097555065647681
12	0.0001459113239123846	0.0005398391442531041	101.33986928104575	6.579598902920587	62.52777777777778	7.5212524195519395
13	0.0012599656481974485	0.0029399198457940464	83.86928104575163	6.230319497959232	48.68055555555556	8.695371081380847
14	0.000846395912702454	0.0023467138446564184	72.2483660130719	6.181148317034506	40.236111111111114	7.114272201537738
15	8.376593937387723e-06	0.00014659039390428516	70.43137254901961	6.3502284338043	30.48611111111111	5.99690168619946
16	0.7589953338805442	0.8301511464318452	33.72549019607843	4.874607896116055	36.30555555555556	6.833122603211501
17	0.8205071694195823	0.8446397332260407	12.477124183006536	2.13346968425764	13.333333333333334	3.104025857788816
18	0.003152143952261991	0.006489708137009982	41.5359477124183	4.577449794808571	22.944444444444443	4.214462435293632
19	0.13785298884064612	0.16637429687664185	48.47712418300654	5.407293906989926	36.513888888888886	5.931797852682131
20	0.7833986733034568	0.8308773807763936	34.57516339869281	4.134464757536179	32.22222222222222	7.47209786912716
21	0.26601753298902897	0.3003423759553553	48.98039215686274	5.9315371536832	39.736111111111114	5.78788441891979
22	0.0535717037876167	0.06944480120616979	31.555555555555557	4.224641956858254	20.833333333333332	3.5591360102249716
23	0.8755806813840998	0.8755806813840998	6.758169934640523	1.5725770138146808	6.180555555555555	3.327067255327811
24	0.018603740207835527	0.03100623367972588	83.37908496732027	6.091514894479191	59.27777777777778	8.094735006701915
25	2.3465898172485957e-05	0.00027376881201233614	76.640522875817	5.563906287867892	41.84722222222222	5.777995728027781
26	7.787850959130522e-05	0.0003512971103737132	104.41830065359477	7.594851504963494	61.111111111111114	7.575972942355345
27	3.476506566066085e-05	0.00030419432453078244	48.568627450980394	5.26426481712626	19.833333333333332	4.298296419824494
28	0.023715265113276915	0.03772883086203146	58.48366013071895	4.9134678035107955	39.77777777777778	6.548668831695729
29	8.029648237113444e-05	0.0003512971103737132	83.08496732026144	6.544467958725222	45.388888888888886	6.680635469770172
30	8.760629054285063e-09	3.0662201689997725e-07	84.43137254901961	6.1410701072996545	34.40277777777778	5.637201068355064
31	0.0010868246743436264	0.002717061685859066	67.86274509803921	5.725218496599834	39.041666666666664	6.516664490351809
32	0.028216389931856174	0.04114890198395692	25.875816993464053	3.9657581525582053	13.944444444444445	3.6632981159632303
33	0.03430399328021752	0.046178452492600504	36.22222222222222	4.212750542457273	23.11111111111111	4.478935027553624
34	0.013137782397364397	0.024201178100408102	33.15686274509804	4.049032101670643	18.61111111111111	4.166551902436193
