Nodes	p_values	fdr_corrected_p_val	Young_mean	Young_sd	Elderly_mean	Elderly_sd
0	0.20867957583435223	0.2869344167722343	24.45751633986928	2.145867199490381	19.77777777777778	3.0210672790889284
1	0.06326113476385199	0.12652226952770398	27.38562091503268	2.2860483091141335	19.930555555555557	3.2608508152737374
2	0.0014291783033028964	0.010480640890887908	29.77777777777778	2.5806266359240033	18.27777777777778	2.447110510826926
3	4.867700300916543e-07	1.0708940662016396e-05	18.712418300653596	2.023674660945225	5.888888888888889	1.4227026281743573
4	0.7031455606441022	0.7031455606441022	19.594771241830067	2.1650672414503527	18.26388888888889	2.732319250762808
5	0.06121812912702763	0.12652226952770398	6.2745098039215685	1.2475374882126156	3.2777777777777777	0.9900171158915906
6	0.03406119261179879	0.0832606930510637	22.745098039215687	2.147460508768129	16.09722222222222	2.254638734357604
7	0.20034907566974813	0.2869344167722343	12.058823529411764	1.4847358686882053	8.791666666666666	2.0605977736238428
8	0.12232627975837719	0.20701370420648446	21.633986928104576	2.099698399926978	16.86111111111111	2.2463067894467086
9	0.14485885369811222	0.2276353415256049	13.254901960784315	1.585417112633895	9.819444444444445	1.729488149750866
10	0.6411115205578355	0.7029685799768239	11.980392156862745	1.614201853984573	10.805555555555555	1.9295736967954813
11	0.0029487832049211347	0.01621830762706624	19.333333333333332	2.1566211516818767	9.86111111111111	2.2873833684622067
12	0.00023609170130890026	0.002597008714397903	26.869281045751634	2.3859736039485093	13.88888888888889	2.508011853399047
13	0.006369698069029881	0.02001905107409391	27.30718954248366	2.18868861354736	18.09722222222222	2.516001973769461
14	0.00462059773012381	0.018135350759539898	10.34640522875817	1.4026217607399476	5.0	1.2327050804375164
15	0.30361537942221817	0.38626546321573624	1.34640522875817	0.5325910938585756	0.6388888888888888	0.4325858285284489
16	0.00494600475260179	0.018135350759539898	9.117647058823529	1.1036707826443986	4.597222222222222	1.1437486964720969
17	0.3852931359901496	0.44612889430438374	9.856209150326798	1.4667633628837706	8.041666666666666	1.4822155808683886
18	0.07263809253056874	0.1331698363060427	20.34640522875817	1.7624275001480527	15.444444444444445	2.0636287767055626
19	0.3160353789946933	0.38626546321573624	16.38562091503268	1.8318345544278511	19.36111111111111	2.3228558824279957
20	0.6710154627051501	0.7029685799768239	9.516339869281046	1.294390818062046	10.597222222222221	2.1838125949835288
21	0.022276279992213276	0.06125976997858651	20.176470588235293	2.057003224972902	13.61111111111111	1.9726767754077208
