Young	Elderly	1_wasserstein_distance	2_wasserstein_distance	bottleneck_distance
32302	32301	0.2884834375373522	0.11626770785665957	0.09479718949962651
32302	32303	0.3843680244959371	0.12598311900518044	0.08326911200630144
32302	32305	0.319444311313885	0.10003202278980111	0.06632735928495476
32302	32306	0.3031754810024281	0.10161984669010417	0.05987984324644913
32302	32308	0.24417885683551516	0.07481757741595475	0.03862578131938066
32302	32318	0.3569720276313676	0.14061388945161604	0.09160965862770037
32302	32329	0.2621179539779738	0.07751746611390431	0.04348649790144932
32302	32331	0.24235725259805113	0.07861902315936682	0.04202349106028541
32302	32333	0.25400690288919664	0.08266420014601404	0.04126449444894986
32302	32335	0.2627117131574253	0.07728677109341679	0.03142612138972378
32302	32336	0.3773054680038082	0.13629771966855742	0.06633992280128853
32302	32337	0.26695679262153027	0.08715580326791005	0.03934207723918792
32302	32338	0.24794064215038447	0.09172069720734106	0.0613825372274992
32302	32339	0.20189100810622634	0.06815509952735188	0.03862578131938055
32302	32340	0.24291467214788548	0.0790785121803093	0.03862578131938066
32302	32341	0.21393574048327557	0.08166411261613565	0.04275047078522376
32302	32342	0.3380977443768255	0.12731364330416556	0.09323409911768349
32302	32343	0.16506987299349274	0.05407324317191008	0.026933411936207796
32302	32347	0.3447070895383295	0.11447587615800218	0.062391468872761424
32302	32369	0.3333253791030385	0.10058958352657257	0.05174230594447138
32302	32372	0.28392371021764806	0.10179939656234148	0.05055474472694177
32302	32373	0.35733888435917227	0.1316745942830937	0.08985977707046566
32302	32374	0.14962029193911136	0.0624004456171446	0.03862578131938055
32302	32375	0.20886604337859266	0.07523331244941459	0.03862578131938055
32302	32376	0.42348113986187097	0.13823683568620299	0.08851177605751204
32302	32377	0.18026240240929647	0.07112707911456422	0.03862578131938066
32302	32378	0.16942396202351717	0.06130138024377237	0.033322669138152294
32302	32379	0.27404653721021727	0.1026530407316882	0.0622767757104955
32302	32380	0.23030694513414735	0.08497344586947667	0.041792108876689604
32302	32383	0.21061825351479263	0.07456655095706516	0.042892428404590455
32302	32392	0.25859996558031684	0.08789073334876944	0.04631227815647443
32302	32393	0.4179257703714564	0.14363699293981239	0.08112978020151573
32302	32395	0.2386047314255621	0.07579825849448879	0.03337185778062168
32302	32415	0.1711034525874412	0.06946727011642967	0.04096682396262441
32302	32428	0.2654681511186263	0.081161466316664	0.04060838065216554
32302	32430	0.29873572247286423	0.1186245775913258	0.08611686614280711
32302	32431	0.16826455434360577	0.06672076398817366	0.03862578131938055
32302	32442	0.2467627472340711	0.10034136623776947	0.0705525545639778
32302	32443	0.35032234298561915	0.11027368309115529	0.05402976282144101
32302	32447	0.1675429023979056	0.059191867370968924	0.03862578131938055
32302	32450	0.3703295545799448	0.11600475650859496	0.06589663816431734
32302	32452	0.19957186274385458	0.0791937718847154	0.04500940874605808
32302	32453	0.3424789144558054	0.10652351651700365	0.046876483032574634
32302	32454	0.1813516771970286	0.06559947162872429	0.03862578131938055
32302	32455	0.27838004151396584	0.09773237724996017	0.06293950645518886
32302	32457	0.26321869574328494	0.08748616560172234	0.04059426084242845
32302	32458	0.22408281813988468	0.07546832860374711	0.03862578131938066
32302	32459	0.23791248119024128	0.09421610219375362	0.07651812719888262
32302	32462	0.3354148010797218	0.09814124887317238	0.04359082834997774
32302	32463	0.21353181412205668	0.08871624467261537	0.06263388893208088
32302	32465	0.26751187956246386	0.08977298758452595	0.048862841933543844
32302	32466	0.2094008131360917	0.07586368154468577	0.03862578131938055
32302	32474	0.2771396019424717	0.07715334192574427	0.03054506974193516
32302	32475	0.2653120925673601	0.08057721316854945	0.0355447055788074
32302	32479	0.20205353268486725	0.07862308535765267	0.054796506343359974
32302	32482	0.23894071449339627	0.06720745632258739	0.027145555448744307
32302	32483	0.1854904738026496	0.06733927640137853	0.03862578131938055
32302	32484	0.30369304414110254	0.10086523292216108	0.04640374596595709
32302	32485	0.22121840336497867	0.08484309066934632	0.04881139254241007
32302	32486	0.3357946681684914	0.10409223427386081	0.04805801873903781
32302	32487	0.1800754366378554	0.06764418016132392	0.03862578131938055
32302	32488	0.379346355463224	0.10267577892147227	0.04667915847991666
32302	32489	0.2664021956980591	0.10907907981428706	0.08184999727529302
32302	32490	0.266487970533025	0.10525854232387048	0.07318468956583835
32302	32491	0.19006204568366125	0.06970833396284158	0.03862578131938055
32302	32492	0.1922116472529687	0.06647947273670227	0.03597959404848017
32302	32493	0.2714536331771973	0.10317121006459339	0.07206233336929369
32302	32494	0.3228745454561486	0.1099950316705519	0.06903732233517329
32302	32495	0.32169592632981414	0.10316462092143783	0.0654035930966676
32302	32496	0.32680783824192045	0.10447915814639443	0.05333121029110799
32302	32497	0.2947830746555616	0.10368364188322333	0.05670212500089522
32302	32498	0.18981556809483074	0.06698297719774368	0.03862578131938055
32304	32301	0.5470361885709236	0.16267948533735754	0.08154051458915257
32304	32303	0.3823266986516259	0.1187553790126797	0.07291459836887537
32304	32305	0.5168195807064433	0.1429102350341141	0.08154051458915251
32304	32306	0.5984722932812143	0.16822134762665913	0.08154051458915251
32304	32308	0.46597974202362535	0.1354152481066708	0.0808422298080862
32304	32318	0.5000218864770329	0.1413559398933792	0.07821037730334102
32304	32329	0.49126210636973516	0.1363295257074354	0.06324189041866735
32304	32331	0.46413146569894254	0.13959377992550562	0.07945304134585163
32304	32333	0.3958434557867539	0.11064411446232421	0.056833439925944695
32304	32335	0.5632960684355053	0.1544158944920181	0.08154051458915251
32304	32336	0.5398353367845119	0.15549036678451897	0.06589781246881676
32304	32337	0.5295808635638364	0.1535381127085676	0.08154051458915251
32304	32338	0.537007885420247	0.16068288552197343	0.08154051458915251
32304	32339	0.5147408796206445	0.15152807175190666	0.08154051458915251
32304	32340	0.3388544094815737	0.11849930655213166	0.08120760754593415
32304	32341	0.4542804977518701	0.14590304142125957	0.08154051458915251
32304	32342	0.548343621246203	0.15105475112218014	0.06062737233865012
32304	32343	0.4567160006694052	0.13408289513849317	0.06062737233865012
32304	32347	0.5013252912402757	0.1538571614766049	0.08154051458915251
32304	32369	0.5577326455340139	0.1391877669598738	0.06062737233865012
32304	32372	0.383724610693858	0.12169934766377119	0.07560237939563652
