Nodes	p_values	fdr_corrected_p_val	ASD_mean	ASD_sd	Healthy_mean	Healthy_sd
0	0.18254464305746956	0.32025375974994663	5.969620253164557	0.21421613527511948	6.352941176470588	0.19148144376107235
1	0.8420395107905017	0.8771244904067725	6.736708860759494	0.22565372232703118	6.675294117647059	0.20974047951490837
2	0.22428830939502892	0.3617553377339176	8.90379746835443	0.28737204398624067	8.44	0.25071175041868743
3	0.677249588938732	0.7579984690446729	5.931645569620253	0.22056388032958785	5.802352941176471	0.21857927962644
4	0.004602143590683964	0.03287245421917117	4.5518987341772155	0.19307696086933812	3.8705882352941177	0.14204551241340882
5	0.22061308670522445	0.3587204661873568	3.2379746835443037	0.14427831868957824	2.9976470588235293	0.13273770684438713
6	0.036581175897422165	0.1240039860929565	4.648101265822785	0.19013257389526686	4.117647058823529	0.16740690004732867
7	0.19726521802644836	0.33720550089991175	8.534177215189873	0.2815663840999332	8.023529411764706	0.27805177523400004
8	0.004369565214766197	0.032367149739008866	4.812658227848101	0.1728938620473334	4.178823529411765	0.13881553429826302
9	0.12757562783844262	0.2610100760805343	6.179746835443038	0.2523963155706231	5.698823529411765	0.18891960794815532
10	0.09024826600411305	0.20746727817037483	6.888607594936709	0.24971999656217433	6.3364705882352945	0.20880831884076165
11	0.028592606052435833	0.11393356364334889	5.508860759493671	0.22379664554048678	4.868235294117647	0.18772871624131615
12	0.06544559172557202	0.17083360948638224	7.154430379746835	0.2817408060874177	6.508235294117647	0.2080806689658702
13	0.03190139782013769	0.11393356364334889	6.69873417721519	0.22337175082715197	6.070588235294117	0.18842595782229576
14	0.03008008554303845	0.11393356364334889	12.681012658227848	0.37102371612089435	11.588235294117647	0.3395085334193276
15	0.0484414357223929	0.1513794866324778	11.30632911392405	0.32947217291277503	10.428235294117647	0.29803333522247527
16	0.07179221812582204	0.18175245095144818	7.159493670886076	0.2841182884235146	6.515294117647059	0.21665080805692
17	0.3122388884144379	0.4460555548777685	9.810126582278482	0.29280343694525773	9.414117647058823	0.2600810436112864
18	0.13445445526515523	0.26855070293711336	7.389873417721519	0.2579577099647353	6.863529411764706	0.23847560535633103
19	0.053512502996696326	0.16006513308557344	5.450632911392405	0.22401285724677156	4.865882352941177	0.20315703747679167
20	0.226798046940224	0.3628768751043584	6.389873417721519	0.22572976307437648	6.011764705882353	0.21625073282574678
21	0.007826206938990775	0.045773266456128725	7.427848101265822	0.24702423100868062	6.569411764705882	0.2064740506459071
22	0.05785968071413219	0.1623418255244372	7.744303797468355	0.2630537831559232	7.084705882352941	0.22667492979394124
23	0.047419532078087946	0.15053819707329508	5.767088607594936	0.22244099983102536	5.20235294117647	0.17720542527607405
24	0.0021049452579667612	0.02353131083114368	9.106329113924051	0.3068488726676797	7.910588235294117	0.23665963365724457
25	0.0937450099475484	0.20912290724431648	6.291139240506329	0.23017721937365454	5.781176470588235	0.1984491678172305
26	0.0201565303332414	0.0937513038755414	7.488607594936709	0.2708704621437147	6.6776470588235295	0.21897802239038638
27	0.0189939110824283	0.09044719563061095	6.30379746835443	0.2410852796938405	5.562352941176471	0.20341967748722262
28	0.062495180317202324	0.1666538141792062	6.443037974683544	0.2379184879942088	5.865882352941177	0.1977868011882827
29	0.002016674452532087	0.02353131083114368	3.9518987341772154	0.172259964343105	3.2658823529411767	0.13910597877261283
30	0.7462733364026624	0.8111666700028939	7.207594936708861	0.23368814099450863	7.103529411764706	0.220827883141396
31	0.2549291084879306	0.3952389278882645	7.427848101265822	0.2610372017221698	7.028235294117647	0.23429187210499847
32	0.6871937929320842	0.7635486588134268	9.075949367088608	0.2569814435089759	8.936470588235293	0.23207413835458018
33	0.05790445311138793	0.1623418255244372	8.08860759493671	0.27338749621726877	7.437647058823529	0.20669426084014864
34	0.4778237010901485	0.5972796263626856	7.39493670886076	0.24782534057439504	7.157647058823529	0.22413277992262204
35	0.3085553473470993	0.4460555548777685	9.475949367088608	0.2968978110671378	9.072941176470588	0.26133290652519175
36	0.52247967143027	0.6158678483890074	8.777215189873418	0.269678151831883	8.550588235294118	0.2296448345082504
37	0.14151576052611406	0.2774818833845374	6.708860759493671	0.257378664277812	6.209411764705882	0.22121602121170844
38	1.6287143663618005e-05	0.0021628961213360593	9.584810126582278	0.26294059276189813	8.096470588235293	0.22044557725177608
39	0.025867891223262024	0.1077828800969251	6.8253164556962025	0.2288814765170756	6.171764705882353	0.18251026116335067
40	0.024617334638102884	0.10475461548128888	6.939240506329114	0.23779791674324485	6.221176470588235	0.2125006941526131
41	0.0736333452424229	0.18408336310605725	6.650632911392405	0.22121305096255306	6.12235294117647	0.19505026027855651
42	0.15787165355992616	0.29235491399986324	6.622784810126582	0.23180834433964292	6.1905882352941175	0.19935470750872394
43	0.12753805254564865	0.2610100760805343	7.711392405063291	0.266016213668344	7.152941176470589	0.25151106955876923
44	0.2122276340563904	0.3564164815946922	9.035443037974684	0.2608501834510389	8.6	0.23153207816336369
45	0.7843251946553191	0.8388504755671862	8.79240506329114	0.2897616514616405	8.896470588235294	0.24600520538380624
46	0.5038766643560951	0.6158678483890074	6.944303797468354	0.2735152764675518	6.7035294117647055	0.23416136881970054
47	0.8567498043233497	0.8878236314231603	6.921518987341772	0.24295730793060102	6.861176470588235	0.22944716423430653
48	0.409800657158758	0.5334008302164794	3.2810126582278483	0.15351704916926048	3.0823529411764707	0.18564041069052697
49	0.5265670103726013	0.6158678483890074	7.4379746835443035	0.2518227630214464	7.228235294117647	0.2149111420599774
50	0.001153299159762892	0.02353131083114368	8.470886075949368	0.26474890405922685	7.355294117647059	0.21643553979646762
51	0.006509672434804631	0.039452560210937154	9.230379746835442	0.2642098035622203	8.214117647058824	0.26263324712967734
52	0.004928366663773672	0.03387158171540674	6.49620253164557	0.2230780724488373	5.654117647058824	0.19858203355718576
53	0.0021942660312718734	0.02353131083114368	6.210126582278481	0.22478272393285265	5.324705882352941	0.1802574091792452
54	0.22876953695226554	0.3631262491305802	4.577215189873418	0.1678066230991862	4.308235294117647	0.14735216027227666
55	0.8701965598217872	0.8971098554863786	5.6177215189873415	0.18674298356148766	5.661176470588235	0.1892096038924334
56	0.04955046955540735	0.15246298324740723	4.691139240506329	0.14513726865122356	4.305882352941176	0.13154581866820375
57	0.04075696811980635	0.1358565603993545	3.9037974683544303	0.13870886220197595	3.5223529411764707	0.12411814676588288
58	0.0536218195836671	0.16006513308557344	3.979746835443038	0.1503885172740597	3.5952941176470588	0.13019217819956314
59	0.7990854901555434	0.8500909469739825	3.668354430379747	0.16142784849305947	3.6141176470588237	0.13898145609896168
60	0.35877343926646743	0.4914704647485855	8.627848101265823	0.2796659235443553	8.275294117647059	0.2630689551893868
