Nodes	p_values	fdr_corrected_p_val	ASD_mean	ASD_sd	Healthy_mean	Healthy_sd
0	0.11699651720507877	0.2599922604557306	0.6672764729767507	0.029694680070944144	0.7302762927579369	0.02702003769185018
1	0.8576547747523752	0.9553313920467715	0.757215042630847	0.03188979036410629	0.7496160578026976	0.02787204579871323
2	0.3709292177287321	0.5404332360624664	1.0357891000825188	0.04069445551952529	0.9869121138538667	0.03639721450927413
3	0.8423722862251546	0.9464857148597242	0.7212901008757374	0.03304924354427668	0.7121492112724715	0.03192670305277159
4	0.00035402036416581407	0.017701018208290703	0.46050913663309057	0.025358775491012522	0.3507535836872335	0.017079137566302922
5	0.5673242793819717	0.7197594238095483	0.33041000098442186	0.021191673716676514	0.3138192126502187	0.01978676009325366
6	0.023455123042054077	0.0929348122212494	0.5362440264876807	0.029362732082385355	0.4508994605847373	0.02346805819392932
7	0.20798942661149367	0.3681228789583959	0.9572386258018826	0.03978028740758442	0.8865013054328388	0.0396075368923514
8	0.0052180471845865144	0.040832115486086916	0.5516691907574467	0.026958727852773295	0.45704605081447963	0.020347519462453837
9	0.07218756508462579	0.18919546706177984	0.7966207972147346	0.036917230586155696	0.7126641466687269	0.02848754102716913
10	0.15005877898377515	0.3143359181951869	0.8505251919447214	0.03848199198970829	0.7789682998938026	0.031398726646905156
11	0.01112873373687981	0.064275047642152	0.7287394890479281	0.03539284869290098	0.6120965998476766	0.029127149969658747
12	0.0112481333373766	0.064275047642152	0.9873316928560035	0.044132240166311815	0.850870838194973	0.030581364364192325
13	0.014134347272126606	0.06770248742176017	0.9299813632805045	0.03739127065275456	0.8130643347542343	0.02935373342534416
14	0.051495226772108604	0.14712921934888173	1.4532394370256716	0.051407928473100675	1.3195067343891855	0.04537959965885142
15	0.0459784660200735	0.1431517235055242	1.329643177389855	0.049132611638678235	1.1973312383342747	0.04436582055293803
16	0.3763128705713762	0.5404332360624664	0.7408380041354087	0.03981489899352582	0.6960167122626646	0.031279671761800416
17	0.3537927920436661	0.5280489433487553	1.1683683087395136	0.04539338229134114	1.1133214928698734	0.038203243243653755
18	0.1855742053335619	0.3473532629736033	0.880041428233954	0.03840323149605975	0.8120338554333438	0.034057106097523465
19	0.010193527838181253	0.064275047642152	0.6200000913932374	0.03376494007992319	0.5092803181341861	0.02660585322226143
20	0.18263191848301824	0.3473532629736033	0.6662018888037057	0.0311212652847476	0.6090720075229514	0.029427587523456054
21	0.004614910181477844	0.0384575848456487	0.8159782987672373	0.03801948025806906	0.6795770822928507	0.029312678843743778
22	0.046524310139295366	0.1431517235055242	0.9708427791853754	0.04033316310875226	0.8656577997621868	0.03400816408933489
23	0.050328054771515925	0.1458784196275824	0.6483072769017355	0.02970328037850247	0.5711712660968901	0.025812875298511555
24	0.017929965230259783	0.07968873435671014	1.1418022653441597	0.04506777490387016	1.0020530878962222	0.03794544248910076
25	0.04980531754645098	0.1458784196275824	0.6873805695017059	0.03156877839220128	0.6058739199693661	0.026917352635538856
26	0.10584321267295892	0.24904285334813864	0.8521199152488482	0.03812881231965291	0.7706615145557912	0.03282764598779023
27	0.0027653752931557046	0.02910921361216531	0.7443304516911742	0.03711499587282566	0.6041421484698656	0.028324461723041462
28	0.03035984519089525	0.10652577259963247	0.6829931538364002	0.033513313241138556	0.5912376736402123	0.025800315921258435
29	0.006426203067405152	0.04760150420300112	0.3937353466723694	0.025732068962959615	0.3075616535619669	0.018218324998780275
30	0.6143366643303736	0.7475992518178269	0.7636043525287093	0.03386347965467849	0.7874398378876863	0.03300132641111646
31	0.5272978132991641	0.68889092152481	0.8159232257643332	0.039462768952591105	0.7828047930355114	0.03442555864841133
32	0.4984286388187509	0.6558271563404616	1.246231481619063	0.043177936030045834	1.2073554141381426	0.037822097258257956
33	0.3484129816598637	0.5239292957291183	1.0686675456074186	0.042893628125723116	1.0160598504331249	0.03611219614528382
34	0.9018441170513564	0.9687950873373207	0.9855481719172007	0.04080540850249125	0.9787713044766182	0.03677369409143049
35	0.42661508628404876	0.5925209531722899	1.3100498203175794	0.048413392327403604	1.258198257414073	0.04365510789638932
36	0.1626665260734013	0.3286192445927299	1.2669555673208082	0.04386023849981587	1.1864075010043371	0.037396398821067114
37	0.325119922630154	0.5040618955506263	0.8903649868171922	0.04032132615622075	0.8367202339700546	0.036643059733108455
38	3.307186919460013e-05	0.006614373838920025	1.332695008864697	0.04260898779414217	1.099726584935392	0.036021860887504746
39	0.014408814633380363	0.06770248742176017	0.8613651059993269	0.034806234130143915	0.7513425770021753	0.028304713726525037
40	0.01836603290531871	0.07985231697964656	0.7890500799224879	0.03616326033103644	0.676547449827512	0.030964720203787297
41	0.19171349551641606	0.3473532629736033	0.7940281200388221	0.03323401017063941	0.7340979309807043	0.031611069647764646
42	0.3283022582074989	0.505080397242306	0.801369822248902	0.03700787259995562	0.7539937561526636	0.03124599922741464
43	0.023698377116418597	0.0929348122212494	0.8984578604509622	0.04087512422691969	0.7744660271294095	0.03636591115512171
44	0.9209590468524989	0.9687950873373207	1.17239492407758	0.04054397895964887	1.1668539207911863	0.03837472415966573
45	0.9109958681780809	0.9687950873373207	1.1225606289197658	0.048717246888694325	1.1294937578633157	0.03835329034710411
46	0.7532483170813903	0.8559639966833981	0.7885293285549102	0.03710752903785663	0.8045803890456821	0.035047846758603875
47	0.7463223416093303	0.8529398189820918	0.846945920658711	0.039668088482699655	0.8644313577210473	0.03668884754636809
48	0.9076218382335909	0.9687950873373207	0.34460061258147073	0.02244970745871717	0.3403076576927205	0.02939071924138487
49	0.8597982528420944	0.9553313920467715	0.8938550408926478	0.03802312600206823	0.884815806258955	0.03422751164028682
50	0.0019227900570969046	0.026933380849636902	1.0203727975924834	0.039106939910993635	0.8586886233312102	0.034197338491902596
51	0.09474184660759394	0.23107767465266815	1.1216276254981798	0.04216354809008853	1.0224905769759114	0.04164492833998763
52	0.007516688650400595	0.0536906332171471	0.7462714660658554	0.035634770224628354	0.6225401360233423	0.029352840965643667
