Elderly_sub1	Elderly_sub2	1_wasserstein_distance	2_wasserstein_distance	bottleneck_distance
32301	32303	0.1664183705658574	0.0677172635951839	0.0385408033683064
32301	32305	0.23288071359571222	0.07466131834826564	0.043684793404293654
32301	32306	0.17860481343710477	0.06452583716373873	0.042516890299855725
32301	32308	0.10221459162930568	0.04604192894689417	0.034930761437354296
32301	32318	0.19164126915907803	0.07059703014876788	0.04302411370934778
32301	32329	0.10998578167562989	0.04964581289917498	0.034930761437354296
32301	32331	0.24886658109385018	0.08233710371301466	0.03855275612167597
32301	32333	0.1243340415390079	0.05162408904754885	0.034930761437354296
32301	32335	0.1730192990271442	0.06619910447809671	0.04286310591886816
32301	32336	0.13723219836082173	0.052018847559690114	0.034930761437354296
32301	32337	0.16263713467668572	0.059873763251060585	0.034930761437354296
32301	32338	0.20438630913468325	0.07985642391866407	0.06145844386226185
32301	32339	0.1644480924875164	0.0699665702969109	0.04163480848039358
32301	32340	0.13057259985727798	0.05325531207716785	0.034930761437354296
32301	32341	0.13776709101773876	0.05428640027938066	0.034930761437354296
32301	32342	0.174798644367482	0.06812676504173666	0.04152224162209611
32301	32343	0.20265499788033653	0.061876544347772136	0.034930761437354296
32301	32347	0.1785034582207169	0.06145338273978175	0.034930761437354296
32301	32369	0.2327736648312112	0.10074892883221888	0.07882385878780229
32301	32372	0.1291635155869102	0.04138086094167977	0.020028573255565285
32301	32373	0.15025858120741978	0.05690494777878968	0.034930761437354296
32301	32374	0.09386220168631143	0.045658279869219165	0.034930761437354296
32301	32375	0.11990892837202305	0.05355528029479963	0.034930761437354296
32301	32376	0.1490074891861038	0.055596588682023745	0.034930761437354296
32301	32377	0.2172213080597321	0.0910012069837586	0.06877380886776086
32301	32378	0.17506589517633847	0.06609291370655115	0.034930761437354296
32301	32379	0.17765627151466584	0.07250406573914528	0.05599582312451751
32301	32380	0.1731999295909703	0.05891413626656941	0.034930761437354296
32301	32383	0.19232911410029208	0.06577384827797872	0.03629373958073395
32301	32392	0.19166563392933605	0.07391811775149242	0.045403071122676386
32301	32393	0.20163179938057185	0.06669015126478138	0.034930761437354296
32301	32395	0.20514609164455277	0.07709235762528624	0.04731180162644699
32301	32415	0.12367619025505044	0.04580393832133444	0.034930761437354296
32301	32428	0.18727750985416453	0.07234799587312984	0.043217962913062125
32301	32430	0.24164910926120015	0.09948325763800712	0.06862160851793064
32301	32431	0.09406606592443068	0.045658734993903716	0.034930761437354296
32301	32442	0.10356692352534003	0.046893524434086536	0.034930761437354296
32301	32443	0.10382608293051487	0.03956736256988246	0.020028573255565285
32301	32447	0.12273442854651528	0.04970299052402832	0.034930761437354296
32301	32450	0.12966196256576773	0.04927170681303865	0.034930761437354296
32301	32452	0.266755005372992	0.1125488425012969	0.08165303739262053
32301	32453	0.1802413393065883	0.06764134957464721	0.034308496778625575
32301	32454	0.0983189503210945	0.04587527797201435	0.034930761437354296
32301	32455	0.14775030992092197	0.05979786244257994	0.034930761437354296
32301	32457	0.11455305225776846	0.04925333673181775	0.03397465289144441
32301	32458	0.13505483650221073	0.051363387368435834	0.034930761437354296
32301	32459	0.22195242316712732	0.0892617254785911	0.056141694983627144
32301	32462	0.13326602799192377	0.051668539528772824	0.034930761437354296
32301	32463	0.17915809279982342	0.0750401983169296	0.04552232584372895
32301	32465	0.10507477512350144	0.048812691024709094	0.034930761437354296
32301	32466	0.08968831262530924	0.04275352941550086	0.034930761437354296
32301	32474	0.17605186426043562	0.07302050132080629	0.05567950016869261
32301	32475	0.18970387016713003	0.06922559910353486	0.047284144677969764
32301	32479	0.11519562946299439	0.047618264447032675	0.034930761437354296
32301	32482	0.12219540307231896	0.04815646959428712	0.034930761437354296
32301	32483	0.22228100220303265	0.07471766016357102	0.0450938978570084
32301	32484	0.16346578402145895	0.0550430626975771	0.034930761437354296
32301	32485	0.10083668320247119	0.043117287072793324	0.029212619445400545
32301	32486	0.1887391626299973	0.06579088246351278	0.034930761437354296
32301	32487	0.16792088617908996	0.06028701989991068	0.034930761437354296
32301	32488	0.12680233523242712	0.04645129918814818	0.032629830851384156
32301	32489	0.20771856476120815	0.07217116008112483	0.03632689217803753
32301	32490	0.1592221530738681	0.05929310063434073	0.034930761437354296
32301	32491	0.18030153100873098	0.060713035614706486	0.028954438737389898
32301	32492	0.19258742431589237	0.06863687840744202	0.038623619732594316
32301	32493	0.1393697585876183	0.052648805972775554	0.034930761437354296
32301	32494	0.22684991290484874	0.08073809131783599	0.048346249852455836
32301	32495	0.23463988863729346	0.09799071552279605	0.06459089342294622
32301	32496	0.22948145025177502	0.07705027017257021	0.037463250955259764
32301	32497	0.13692026098445276	0.060910931347735196	0.04021679037329118
32301	32498	0.13104163797691698	0.05055941528772955	0.034930761437354296
32303	32305	0.21404040016011477	0.07990483177484357	0.043684793404293654
32303	32306	0.18487083908582108	0.07442920387635586	0.042516890299855725
32303	32308	0.08090855882254022	0.05036000366102628	0.0385408033683064
32303	32318	0.15023096303397265	0.0693958404063519	0.04302411370934778
32303	32329	0.10500112680216284	0.055790604776914714	0.0385408033683064
32303	32331	0.180105341807196	0.07192870350732833	0.03855275612167597
32303	32333	0.12480413739502538	0.05962752170649365	0.0385408033683064
32303	32335	0.07505823491637037	0.040287606357709484	0.03178998972201719
32303	32336	0.11592616555405627	0.055876929488170766	0.0385408033683064
32303	32337	0.09104176247160073	0.04439261068109024	0.03178998972201719
32303	32338	0.10664023544338114	0.04567079533000012	0.03178998972201719
32303	32339	0.0957338829495119	0.055299454414667555	0.03854080336830645
32303	32340	0.12309723238572928	0.053597861451646564	0.0385408033683064
32303	32341	0.09766067852564336	0.04988737392547401	0.0385408033683064
32303	32342	0.10914425723168847	0.05755483719583463	0.03854080336830645
32303	32343	0.1627613769468369	0.05975072082370302	0.03178998972201719
32303	32347	0.10847812300452742	0.05314107702449209	0.03600640619457718
32303	32369	0.23041233722921706	0.10323112742468514	0.07882385878780229
