Birth	Death	1DHole
0.7296836744044132	0.7331875117311443	[[131,143], [131,132], [28,143], [28,132]]
0.7332573259321434	0.7765540823327134	[[98,199], [96,98], [198,199], [96,198]]
0.7796774651307119	0.7997137854452100	[[40,61], [68,69], [40,68], [61,69]]
0.7847194881529150	0.8219295374101887	[[1,6], [2,114], [1,2], [13,112], [6,108], [13,114], [12,112], [12,108]]
0.7943033617590890	0.8219295374101887	[[113,114], [6,108], [1,6], [2,114], [1,2], [113,176], [12,112], [12,108], [112,176]]
0.8159516488538868	0.8375360077609056	[[61,183], [182,185], [61,81], [81,185], [182,183]]
0.7793270867777624	0.8460765867387026	[[147,199], [98,199], [78,98], [78,147]]
0.8457640216265351	0.8472162639541808	[[81,91], [63,81], [63,94], [91,94]]
0.8284273881378541	0.8512816223815430	[[78,81], [182,185], [78,147], [81,185], [147,182]]
0.8511770677347023	0.8532067040403976	[[74,198], [81,96], [74,81], [96,198]]
0.8439871149662308	0.8672773481670829	[[137,166], [166,175], [165,175], [137,165]]
0.8381646439447362	0.8781579920621674	[[110,114], [114,150], [112,150], [110,112]]
0.8241787978843368	0.8787180827800476	[[88,90], [74,90], [78,81], [81,91], [74,78], [88,91]]
0.8383166625695252	0.8810029082005411	[[147,199], [182,196], [147,182], [196,199]]
0.8744476942705297	0.8820185853200302	[[1,114], [1,6], [6,102], [102,114]]
0.8871701494394171	0.8886886567074780	[[61,183], [167,183], [63,167], [61,63]]
0.8907796496298115	0.8924227829916764	[[68,84], [40,68], [84,86], [40,86]]
0.8837103539335543	0.8978989025252643	[[35,172], [67,171], [171,172], [35,67]]
0.8860374789647728	0.8988598326875856	[[40,86], [40,61], [63,94], [86,94], [61,63]]
0.8377363129603059	0.8996562114617533	[[63,65], [81,91], [91,94], [84,86], [65,84], [86,94], [63,81]]
0.8942534519913824	0.9048303121828261	[[169,170], [166,175], [166,183], [169,175], [170,183]]
0.9055428820167227	0.9140568896272153	[[185,196], [190,196], [74,190], [74,185]]
0.8805485358678653	0.9201769426854628	[[32,41], [61,81], [66,93], [32,61], [66,81], [41,93]]
0.8200863642110443	0.9211274339094671	[[98,199], [182,185], [78,81], [182,196], [78,96], [147,199], [96,98], [93,196], [81,93], [74,81], [74,78], [78,147], [81,185]]
0.8943250006467603	0.9236909317264820	[[39,125], [125,155], [18,155], [18,39]]
0.7848190794116916	0.9363227970653808	[[61,183], [32,35], [32,69], [35,166], [166,183], [61,69]]
0.9230152451113059	0.9374489939712563	[[22,25], [24,25], [22,34], [24,34]]
0.8541561834009647	0.9376830832025989	[[166,175], [66,81], [32,166], [61,81], [145,175], [66,93], [41,145], [32,61], [41,93]]
0.8406542068323620	0.9402084734397850	[[35,172], [62,137], [165,175], [166,175], [137,165], [166,172], [35,62]]
