Nodes	p_values	fdr_corrected_p_val	ASD_mean	ASD_sd	Healthy_mean	Healthy_sd
0	0.2057512256495781	0.9471682854222916	110.95696202531646	4.435853836288997	118.92	4.457002172815206
1	0.5412426357989456	0.9471682854222916	140.9848101265823	4.5389572237662525	144.88470588235293	4.484696725559653
2	0.4577345084599791	0.9471682854222916	76.03291139240507	3.6673480125872437	80.06823529411764	4.006589343086131
3	0.5832647722803274	0.9471682854222916	49.372151898734174	3.0760878320967264	47.11764705882353	2.7223232611333987
4	0.7397378629812259	0.9648754734537729	39.539240506329115	2.8166669456053546	40.811764705882354	2.5941697428459447
5	0.4752257047740508	0.9471682854222916	80.89113924050633	3.602993321541309	84.41882352941177	3.3773330813785023
6	0.7848828034055794	0.9811035042569741	85.36962025316456	3.5545519083359935	83.96941176470588	3.696163384435912
7	0.44882680100343497	0.9471682854222916	113.55696202531645	4.270453854701263	118.05176470588235	4.117065308516056
8	0.022799076005194745	0.34198614007792116	88.14936708860759	3.9745998359845958	76.21176470588236	3.403816279905542
9	0.4422137884511298	0.9471682854222916	64.41518987341772	3.50517549883748	60.73647058823529	3.256964266050874
10	0.6486834042058189	0.9471682854222916	63.30632911392405	3.0890091202258527	65.2964705882353	3.0863512544864977
11	0.702961966999565	0.9585845004539524	49.868354430379746	2.811238077531636	51.343529411764706	2.655567983233183
12	0.3888518001027592	0.9471682854222916	42.09873417721519	2.569330564064029	45.07529411764706	2.3059994987117887
13	0.663017799795604	0.9471682854222916	60.017721518987344	3.331216732907794	62.07529411764706	3.3441233350562745
14	0.9768652151263727	0.9998153348843948	105.06582278481012	4.227722559823741	104.89411764705882	4.142874440642988
15	0.8245661793154024	0.9894794151784829	102.81012658227849	4.172181519075584	104.0564705882353	3.7660707396898223
16	0.9998153348843948	0.9998153348843948	45.9873417721519	2.8369797781172372	45.98823529411764	2.6166640711284828
17	0.9302240609482357	0.9998153348843948	41.89113924050633	2.520550144732376	41.56941176470588	2.671810131807082
18	0.9752136862445118	0.9998153348843948	62.62278481012658	3.2175772580517616	62.49176470588235	2.7236663907465837
19	0.4836263504437911	0.9471682854222916	83.87848101265823	3.4848108256145953	87.46352941176471	3.7451112674649627
20	0.633104708322417	0.9471682854222916	101.21772151898735	4.195665200725029	98.54117647058824	3.716204376644092
21	0.9294742926869498	0.9998153348843948	79.94177215189873	3.613355306689333	80.37647058823529	3.3243658401582903
22	0.41084983567665845	0.9471682854222916	80.7873417721519	3.652950541142853	84.92	3.4469897755525176
23	0.04708525209420903	0.4708525209420903	78.79746835443038	3.834192640380651	68.72470588235294	3.309805154181625
24	0.005584665677428847	0.1675399703228654	77.47088607594937	3.5542738577992457	91.37411764705882	3.5219145195298585
25	0.14548432833753192	0.9471682854222916	45.29367088607595	2.6230287319618992	50.656470588235294	2.5819056241632685
26	0.47076493341051573	0.9471682854222916	61.258227848101264	2.9403192825806093	58.4964705882353	2.45011749101721
27	0.5458204677211561	0.9471682854222916	47.30632911392405	2.4737183533420066	45.32	2.16454181929072
28	0.45675555794017675	0.9471682854222916	83.82784810126583	3.531057797368049	87.46117647058824	3.368183385700684
29	0.5992860776677099	0.9471682854222916	60.141772151898735	2.93190518036169	57.98823529411764	2.861750647014024
