Nodes	p_values	fdr_corrected_p_val	ASD_mean	ASD_sd	Healthy_mean	Healthy_sd
0	0.13889905637136624	0.6398544749342342	40.77215189873418	2.3327695721946986	45.70117647058824	2.372702521458855
1	0.924982063706487	0.9619813462547464	48.43037974683544	2.447779916755233	48.101176470588236	2.494861143971994
2	0.7658080481208401	0.92501284020946	68.62278481012659	2.9362399116413496	67.43294117647059	2.706401277269225
3	0.36879181804728867	0.8656686973251837	61.50632911392405	3.0568398652764213	57.870588235294115	2.6461622603009363
4	0.6446032653011189	0.8820886788331102	69.4126582278481	3.130453847027449	67.46352941176471	2.8358511111216607
5	0.5029544440232196	0.8717877029735808	73.95949367088608	3.2776518550372864	76.99764705882353	3.1321211848838684
6	0.1722685124822938	0.6398544749342342	67.86075949367088	2.867756462285742	73.32470588235294	2.787851390421205
7	0.9800856066449753	0.9800856066449753	50.54177215189873	2.6644921614037798	50.449411764705886	2.5656996007853805
8	0.46985125756907964	0.8717877029735808	52.86329113924051	2.5820751060438623	55.52235294117647	2.618600796461106
9	0.08828622474184687	0.6398544749342342	50.037974683544306	2.389059255775949	55.821176470588235	2.4034524850747547
10	0.026702706768492384	0.6398544749342342	54.382278481012655	2.547747815068627	46.31294117647059	2.5928435819208517
11	0.5744470732405924	0.8785661120150237	52.85316455696203	2.527064176944024	50.88	2.439715872906217
12	0.6297464797054388	0.8820886788331102	43.64556962025316	2.4214424495022784	45.308235294117644	2.454112294525753
13	0.5693250022803618	0.8785661120150237	43.734177215189874	2.1528513488403367	45.53176470588235	2.3100031244441133
14	0.0981751271005697	0.6398544749342342	32.42278481012658	1.941276940168917	28.09176470588235	1.7532962790888371
15	0.7089885511797885	0.9216851165337251	29.80759493670886	2.071787797807502	28.771764705882354	1.8453181318240417
16	0.3594183723000741	0.8656686973251837	55.63291139240506	2.8597692840915725	52.112941176470585	2.5605330531402637
17	0.8182805894160607	0.92501284020946	49.22784810126582	2.6533268264390917	48.355294117647055	2.7153807713770113
18	0.7947853707006993	0.92501284020946	42.63797468354431	2.47269900721039	41.77411764705882	2.2156194536134577
19	0.43283434866259185	0.8656686973251837	54.35189873417721	2.658850479214936	57.247058823529414	2.557658147368158
20	0.40801035994232016	0.8656686973251837	61.54177215189873	2.6929887248044233	58.56	2.391943005790956
21	0.3695398032433065	0.8656686973251837	52.27341772151899	2.5515270418642424	55.35764705882353	2.3000116267223603
22	0.14676111609134082	0.6398544749342342	29.98227848101266	1.826530399542297	33.927058823529414	2.0100147966936626
23	0.2145226075920174	0.6971984746740566	40.435443037974686	2.057165272507479	36.89411764705882	1.9736952662080154
24	0.8541796792320462	0.92536131916805	42.36202531645569	2.1779700398989283	41.80235294117647	2.126931318799302
25	0.1507570009775124	0.6398544749342342	38.017721518987344	1.9076420912535168	34.12	1.9250046917509163
