Nodes	p_values	fdr_corrected_p_val	ASD_mean	ASD_sd	Healthy_mean	Healthy_sd
0	0.1213187312773706	0.20219788546228434	84.40253164556962	5.710242450137473	73.40705882352941	4.20089215382077
1	0.06799414787872857	0.1699853696968214	122.14430379746835	6.8465059368670325	106.22588235294117	5.383865357640507
2	0.9919797321878387	0.9919797321878387	103.01772151898734	5.077230997274746	103.08941176470589	5.005422477184075
3	0.18478671295591567	0.2587013981382819	117.69873417721519	5.317062203986164	108.12705882352941	4.871679203525388
4	0.02510393363276898	0.0798761524679013	104.28354430379747	5.261049019559761	88.83294117647058	4.441226207540623
5	0.14844719074851218	0.23616598528172392	92.32151898734178	4.446062888781979	83.26352941176471	4.410252209842047
6	0.01643515445871076	0.07190380075685958	92.92911392405064	4.807193050623013	78.15058823529412	3.83008590760994
7	0.024491847533979396	0.0798761524679013	122.88607594936708	5.790508352312682	105.89647058823529	4.826994389046474
8	0.0006207047707578138	0.0072415556588411615	113.49873417721518	4.984167408240893	91.33411764705882	4.0937112074525785
9	0.008255505310855983	0.041277526554279916	120.87088607594937	5.68657955323689	101.52941176470588	4.582797226990543
10	0.08199180808314016	0.17212110605315084	73.21518987341773	4.266658398830819	63.383529411764705	3.697172093797315
11	0.17456759686646126	0.2587013981382819	131.45822784810127	5.813246245764503	120.91764705882353	5.135564079136387
12	0.3227867344919081	0.3895701968005787	129.52405063291138	5.282290490502705	122.14588235294117	5.264360390203863
13	0.3076195773733188	0.3845244717166485	85.13924050632912	4.685509798041809	78.81176470588235	4.057268276400277
14	0.10638424552144073	0.19470695308926395	102.29367088607594	5.038952513679478	91.18352941176471	4.674249768991632
15	0.1780181256465714	0.2587013981382819	78.50126582278482	4.356565355133488	70.36235294117647	4.179994502149135
16	0.0005381721367542292	0.0072415556588411615	75.80253164556962	4.87622851789027	55.00705882352941	3.4642081275950996
17	0.024685096324558016	0.0798761524679013	43.81772151898734	3.5313385511253093	33.64	2.8245101330453597
18	0.3826719334987092	0.43204895717596203	71.07088607594936	4.035422745609532	66.24941176470588	3.7663631618575297
19	0.22449734910958255	0.30220796995520727	78.01518987341773	4.310892519251787	71.10588235294118	3.704338155805078
20	0.09018141927675538	0.17535275970480216	58.946835443037976	3.7271921007315925	50.43058823529412	3.362696220774747
21	0.4219520727314817	0.4615100795500581	64.33670886075949	3.854889070644409	60.12705882352941	3.548510449268206
22	0.03651700611035792	0.10650793448854394	65.61772151898734	3.961996810141457	54.19294117647059	3.7487683355239363
23	0.07933926380197427	0.17212110605315084	35.46835443037975	3.368399926498588	28.183529411764706	2.417559336370404
24	0.08360168008295898	0.17212110605315084	98.42784810126582	4.295562618898995	88.32470588235294	3.9449494190564254
25	0.36275372848160503	0.4232126832285392	84.43291139240506	4.418670391094575	79.06117647058824	3.9078043156525446
26	0.6278900793715068	0.6659440235758405	121.10886075949367	4.979625853669385	117.77411764705883	4.7436483120019
27	0.11126111605100795	0.19470695308926395	73.62784810126583	4.4114396667788975	64.6964705882353	3.4522747770119175
28	0.7269313174336133	0.7483116502993078	70.82025316455696	3.8705124209743618	68.97882352941177	3.578497264431178
29	0.002378035339633364	0.019129656997698637	110.73164556962026	4.883752786551965	91.0	4.248483440326712
30	0.2965286254755907	0.3843889589498398	92.76708860759494	4.344893457754287	86.48470588235294	4.158538379912396
31	0.04341226114449499	0.11687916461979421	73.43544303797468	4.203315397886476	62.63764705882353	3.2891188764793795
32	0.0027328081425283765	0.019129656997698637	43.220253164556965	3.3808291922179268	30.590588235294117	2.493372750154896
33	0.007377539599056848	0.041277526554279916	69.15443037974684	4.1760936616891	54.656470588235294	3.4184748472654722
34	1.4386376124987436e-05	0.0005035231643745603	68.14936708860759	3.760759959741024	46.96235294117647	3.0672226187441876
